Time,Bond,Side,Notional,Counterparty,MidPrice,QuotedPrice,Competitors,Traded,nextMidPrice
3896,US Treasury 5Y,BID,500000,TankerAssetManagement,100.381,100.4,1,DONE,100.476
3902,US Treasury 2Y,ASK,1000000,HF-Fortress,99.679,99.775,7,MISSED,99.695
3911,US Treasury 2Y,BID,500000,TankerAssetManagement,100.419,100.325,6,MISSED,100.279
3917,US Treasury 10Y,BID,100000,SniperFund,98.896,98.795,2,DONE,99.032
3919,US Treasury 3Y,ASK,100000,SniperFund,102.46,102.53,1,DONE,102.464
3928,US Treasury 30Y,ASK,100000,CountrysideBroker,91.114,91.106,5,DONE,91.558
3933,US Treasury 30Y,BID,2500000,CountrysideBroker,93.634,93.536,2,DONE,93.431
3940,US Treasury 3Y,ASK,500000,SleepyManager,102.212,102.209,2,DONE,102.233
3941,US Treasury 2Y,BID,10000000,SniperFund,101.778,101.564,3,MISSED,101.684
3945,US Treasury 2Y,ASK,250000,CountrysideBroker,101.187,101.297,4,MISSED,101.189
3945,US Treasury 3Y,ASK,500000,TankerAssetManagement,101.145,101.125,2,DONE,101.255
3951,US Treasury 10Y,ASK,10000000,CountrysideBroker,98.346,98.446,4,DONE,97.932
3956,US Treasury 10Y,ASK,100000,RelativeValueStrategies,95.539,95.54,3,DONE,95.564
3961,US Treasury 3Y,ASK,2500000,SniperFund,102.039,102.114,6,MISSED,102.222
3970,US Treasury 5Y,ASK,10000000,HF-Fortress,99.473,99.679,3,MISSED,99.443
3974,US Treasury 10Y,ASK,500000,RelativeValueStrategies,94.276,94.217,7,DONE,94.259
3982,US Treasury 30Y,ASK,100000,RelativeValueStrategies,97.743,98.134,5,MISSED,97.62
3986,US Treasury 3Y,BID,500000,CountrysideBroker,102.096,101.915,5,MISSED,101.891
3987,US Treasury 30Y,BID,1000000,RelativeValueStrategies,90.974,90.583,6,MISSED,90.879
3992,US Treasury 5Y,ASK,100000,SleepyManager,98.18,98.234,2,MISSED,98.261
3999,US Treasury 3Y,ASK,1000000,RelativeValueStrategies,103.022,103.075,1,DONE,103.121
4002,US Treasury 5Y,ASK,10000000,RelativeValueStrategies,97.877,97.92,7,MISSED,97.729
4011,US Treasury 3Y,BID,500000,CountrysideBroker,102.15,102.066,5,MISSED,102.05
4017,US Treasury 5Y,ASK,100000,TankerAssetManagement,98.21,98.263,7,MISSED,98.443
4019,US Treasury 5Y,BID,5000000,RelativeValueStrategies,99.128,99.02,6,MISSED,99.236
4027,US Treasury 10Y,ASK,10000000,RelativeValueStrategies,96.399,96.68,4,MISSED,96.619
4030,US Treasury 3Y,ASK,100000,HF-Fortress,101.383,101.394,4,MISSED,101.454
4037,US Treasury 5Y,ASK,100000,HF-Fortress,99.094,99.064,3,DONE,99.08
4044,US Treasury 10Y,BID,2500000,HF-Fortress,101.726,101.642,4,DONE,101.435
4046,US Treasury 5Y,BID,250000,TankerAssetManagement,98.288,98.303,5,DONE,98.092
4052,US Treasury 2Y,BID,100000,SleepyManager,101.612,101.471,4,MISSED,101.401
4058,US Treasury 10Y,BID,2500000,CountrysideBroker,96.755,96.53,6,MISSED,96.61
4061,US Treasury 30Y,ASK,1000000,SleepyManager,98.244,98.445,6,MISSED,97.833
4062,US Treasury 5Y,ASK,10000000,HF-Fortress,97.749,97.949,6,MISSED,97.698
4063,US Treasury 10Y,BID,500000,RelativeValueStrategies,91.25,91.151,5,MISSED,91.179
4070,US Treasury 30Y,ASK,10000000,CountrysideBroker,94.178,94.499,1,MISSED,94.26
4071,US Treasury 30Y,ASK,100000,HF-Fortress,92.873,92.654,7,DONE,92.853
4073,US Treasury 5Y,BID,1000000,HF-Fortress,97.169,97.012,1,DONE,97.008
4073,US Treasury 10Y,BID,1000000,CountrysideBroker,94.56,94.565,5,DONE,94.282
4073,US Treasury 30Y,BID,10000000,TankerAssetManagement,99.057,98.981,4,MISSED,99.302
4073,US Treasury 30Y,BID,500000,CountrysideBroker,89.529,89.361,5,MISSED,89.355
4079,US Treasury 2Y,ASK,10000000,TankerAssetManagement,101.873,102.094,5,MISSED,101.939
4087,US Treasury 5Y,BID,5000000,SleepyManager,101.19,100.997,4,MISSED,101.244
4090,US Treasury 5Y,ASK,1000000,RelativeValueStrategies,98.245,98.367,5,MISSED,98.387
4098,US Treasury 3Y,ASK,1000000,TankerAssetManagement,103.25,103.316,5,MISSED,103.087
4106,US Treasury 30Y,BID,250000,SleepyManager,91.222,90.8,5,MISSED,91.183
4107,US Treasury 30Y,BID,250000,CountrysideBroker,96.54,96.248,1,MISSED,96.293
4107,US Treasury 2Y,BID,500000,RelativeValueStrategies,101.004,100.862,2,MISSED,101.021
4115,US Treasury 30Y,BID,100000,TankerAssetManagement,96.745,96.742,4,DONE,96.634
4122,US Treasury 3Y,ASK,2500000,SniperFund,103.275,103.425,2,MISSED,103.349
4125,US Treasury 10Y,ASK,1000000,SleepyManager,94.752,94.82,7,MISSED,94.568
4134,US Treasury 2Y,BID,1000000,RelativeValueStrategies,101.928,101.856,6,MISSED,102.008
4139,US Treasury 10Y,ASK,500000,TankerAssetManagement,96.123,96.184,1,MISSED,95.921
4144,US Treasury 2Y,BID,5000000,RelativeValueStrategies,101.01,100.882,4,MISSED,101.01
4149,US Treasury 5Y,BID,1000000,SleepyManager,98.098,98.074,5,MISSED,97.889
4156,US Treasury 5Y,ASK,500000,CountrysideBroker,98.576,98.658,5,MISSED,98.811
4161,US Treasury 10Y,BID,1000000,CountrysideBroker,95.591,95.362,1,MISSED,95.553
4169,US Treasury 30Y,BID,5000000,SleepyManager,93.961,93.791,7,MISSED,93.823
4170,US Treasury 5Y,ASK,5000000,SleepyManager,98.422,98.542,1,MISSED,98.462
4172,US Treasury 30Y,ASK,500000,TankerAssetManagement,88.441,88.416,2,MISSED,88.393
4177,US Treasury 5Y,BID,5000000,SleepyManager,95.929,95.707,7,MISSED,95.728
4185,US Treasury 10Y,ASK,5000000,SniperFund,93.979,94.157,3,MISSED,94.149
4190,US Treasury 30Y,BID,10000000,RelativeValueStrategies,93.904,93.683,7,MISSED,94.437
4199,US Treasury 5Y,ASK,1000000,SniperFund,96.166,96.313,7,MISSED,96.131
4205,US Treasury 10Y,ASK,2500000,TankerAssetManagement,98.445,98.499,6,MISSED,98.293
4209,US Treasury 10Y,ASK,500000,HF-Fortress,95.734,95.817,7,MISSED,95.872
4216,US Treasury 5Y,BID,1000000,RelativeValueStrategies,98.14,98.214,2,DONE,98.365
4218,US Treasury 2Y,BID,100000,SleepyManager,99.989,99.891,4,MISSED,99.828
4223,US Treasury 10Y,ASK,2500000,TankerAssetManagement,96.988,96.995,7,DONE,97.124
4224,US Treasury 5Y,ASK,2500000,TankerAssetManagement,100.87,100.882,4,MISSED,100.931
4224,US Treasury 10Y,BID,250000,SleepyManager,98.929,98.852,2,MISSED,98.958
4230,US Treasury 10Y,ASK,2500000,CountrysideBroker,94.425,94.281,7,DONE,94.71
4238,US Treasury 5Y,ASK,2500000,SniperFund,97.619,97.618,1,DONE,97.684
4244,US Treasury 3Y,BID,500000,SleepyManager,103.703,103.583,6,MISSED,103.664
4253,US Treasury 10Y,ASK,10000000,RelativeValueStrategies,94.399,94.682,3,MISSED,94.204
4259,US Treasury 3Y,BID,2500000,SniperFund,101.155,101.065,1,MISSED,101.231
4260,US Treasury 3Y,ASK,500000,SniperFund,102.747,102.744,5,DONE,102.867
4266,US Treasury 2Y,ASK,250000,TankerAssetManagement,100.607,100.763,4,MISSED,100.751
4266,US Treasury 30Y,BID,250000,HF-Fortress,93.449,93.361,1,DONE,93.38
4274,US Treasury 5Y,ASK,500000,RelativeValueStrategies,97.888,97.926,7,MISSED,98.023
4275,US Treasury 5Y,ASK,100000,SleepyManager,99.632,99.703,7,MISSED,99.459
4283,US Treasury 5Y,BID,250000,TankerAssetManagement,98.025,98.019,5,DONE,97.968
4291,US Treasury 2Y,BID,100000,CountrysideBroker,101.27,101.225,5,MISSED,101.226
4293,US Treasury 10Y,BID,250000,RelativeValueStrategies,96.623,96.347,6,MISSED,96.442
4298,US Treasury 3Y,BID,2500000,TankerAssetManagement,101.573,101.523,6,MISSED,101.568
4299,US Treasury 2Y,ASK,500000,SniperFund,101.72,101.836,4,MISSED,101.792
4302,US Treasury 5Y,BID,2500000,SleepyManager,97.544,97.441,2,DONE,97.472
4305,US Treasury 10Y,BID,10000000,SleepyManager,94.102,93.863,4,MISSED,94.203
4313,US Treasury 2Y,ASK,5000000,SleepyManager,99.659,99.733,6,DONE,99.615
4322,US Treasury 3Y,BID,500000,TankerAssetManagement,102.646,102.563,6,MISSED,102.537
4323,US Treasury 10Y,BID,250000,RelativeValueStrategies,95.525,95.385,2,MISSED,95.354
4326,US Treasury 5Y,BID,2500000,TankerAssetManagement,96.699,96.642,2,DONE,96.506
4329,US Treasury 3Y,BID,5000000,CountrysideBroker,102.697,102.585,1,MISSED,102.54
4332,US Treasury 30Y,BID,10000000,RelativeValueStrategies,93.938,93.767,2,DONE,93.995
4333,US Treasury 10Y,BID,10000000,TankerAssetManagement,94.121,93.844,4,MISSED,94.222
4342,US Treasury 30Y,ASK,500000,RelativeValueStrategies,90.886,91.373,2,MISSED,91.23
4351,US Treasury 2Y,BID,500000,SniperFund,101.798,101.746,3,MISSED,101.79
4359,US Treasury 2Y,BID,100000,TankerAssetManagement,99.912,99.793,6,MISSED,99.902
4366,US Treasury 10Y,BID,1000000,SleepyManager,96.425,96.211,7,MISSED,96.566
4371,US Treasury 2Y,ASK,100000,RelativeValueStrategies,101.917,101.942,4,MISSED,101.871
4371,US Treasury 10Y,ASK,500000,SniperFund,97.14,97.347,6,MISSED,97.137
4374,US Treasury 30Y,ASK,500000,CountrysideBroker,93.836,93.972,2,MISSED,94.073
4374,US Treasury 5Y,ASK,1000000,CountrysideBroker,99.196,99.303,5,MISSED,99.018
4383,US Treasury 2Y,ASK,1000000,SniperFund,101.311,101.316,7,MISSED,101.203
4387,US Treasury 30Y,BID,1000000,SniperFund,92.628,92.615,2,DONE,92.461
4392,US Treasury 2Y,ASK,100000,RelativeValueStrategies,98.802,98.796,4,MISSED,99.03
4394,US Treasury 5Y,ASK,2500000,RelativeValueStrategies,98.427,98.388,6,DONE,98.242
4394,US Treasury 3Y,BID,2500000,SleepyManager,101.437,101.243,5,MISSED,101.411
4397,US Treasury 30Y,BID,250000,CountrysideBroker,92.325,92.094,6,MISSED,91.787
4397,US Treasury 5Y,BID,1000000,RelativeValueStrategies,99.708,99.611,3,MISSED,99.94
4406,US Treasury 3Y,ASK,100000,RelativeValueStrategies,100.66,100.644,2,DONE,100.666
4409,US Treasury 10Y,BID,1000000,RelativeValueStrategies,96.439,96.054,4,MISSED,97.007
